x,y,"f(x,y)","f*(x,y)"
-9.46,-5.62,1.9454459842680671,2
-0.61,-44.67,1.3009183204467671,2
-24.87,3.27,3.3448699496803487,2
-44.13,44.11,2.4670860287156464,2
49.79,43.19,3.3091929547625245,2
20.39,36.94,3.5363259052343783,2
-11.59,-25.84,1.5885875383476218,2
-9.57,-39.11,1.7374126540048795,2
-14.85,-1.74,1.7923307028098856,2
46.13,-32.63,2.4534495688953717,2
10.8,-36.89,4.030760530783797,2
47.07,5.82,3.850977439094823,2
-35.08,-46.04,2.765158301747832,2
9.91,12.11,1.500958323748848,2
-44.84,3.06,2.294567437700856,2
-9.02,40.67,3.430688690652543,2
-46.08,41.64,1.5793253345178992,2
-8.07,-2.67,1.0587499071713864,2
-8.85,-45.31,2.8747059031532323,2
47.47,-11.96,0.9295764523388523,2
33.58,-10.65,1.481006578097993,2
36.31,-24.09,1.8514811907016395,2
22.43,19.42,1.598583394492559,2
-35.26,-13.52,3.7190691044002953,2
5.56,-35.39,1.4582273291880532,2
40.43,25.96,3.572088214567961,2
